symbol,parameter_set_id,year,bar_timeframe,trades_per_year,win_rate_pct,profit_factor,max_drawdown_R,avg_R_per_trade,total_R,positive_year
XAG_USD,met_smaller_target_off,2024,M15,2,100.0,,0.0,0.16926782273567678,0.33853564547135356,True
XAG_USD,met_smaller_target_off,2025,M15,2,0.0,0.0,-0.8315037018126115,-0.7182867517145407,-1.4365735034290814,False
XAG_USD,met_smaller_target_off,2026,M15,1,0.0,0.0,0.0,-1.0,-1.0,False
XAG_USD,met_smaller_target_on,2023,M15,2,100.0,,0.0,0.5250000000000227,1.0500000000000453,True
XAG_USD,met_smaller_target_on,2024,M15,2,100.0,,0.0,0.16926782273567678,0.33853564547135356,True
XAG_USD,met_smaller_target_on,2025,M15,2,0.0,0.0,-0.8315037018126115,-0.7182867517145407,-1.4365735034290814,False
XAG_USD,met_smaller_target_on,2026,M15,1,0.0,0.0,0.0,-1.0,-1.0,False
XAU_USD,met_balanced_off,2023,M15,4,50.0,0.15598326359832387,-1.0,-0.30000000000000004,-1.2000000000000002,False
XAU_USD,met_balanced_off,2024,M15,8,12.5,0.05394054395951843,-5.6,-0.825,-6.6,False
XAU_USD,met_balanced_off,2025,M15,0,0.0,0.0,0.0,0.0,0.0,False
XAU_USD,met_balanced_off,2026,M15,1,0.0,0.0,0.0,-1.0,-1.0,False
XAU_USD,met_balanced_on,2023,M15,4,50.0,0.15598326359832387,-1.0,-0.30000000000000004,-1.2000000000000002,False
XAU_USD,met_balanced_on,2024,M15,7,14.29,0.059172911462668856,-4.6,-0.7999999999999999,-5.6,False
XAU_USD,met_balanced_on,2025,M15,0,0.0,0.0,0.0,0.0,0.0,False
XAU_USD,met_balanced_on,2026,M15,0,0.0,0.0,0.0,0.0,0.0,False
XAU_USD,met_buffered_off,2023,M15,2,100.0,,0.0,0.2999999999999754,0.5999999999999508,True
XAU_USD,met_buffered_off,2024,M15,8,12.5,0.040497203231819205,-5.700000000000008,-0.837500000000001,-6.700000000000008,False
XAU_USD,met_buffered_off,2025,M15,0,0.0,0.0,0.0,0.0,0.0,False
XAU_USD,met_buffered_off,2026,M15,1,0.0,0.0,0.0,-1.0,-1.0,False
XAU_USD,met_buffered_on,2023,M15,2,100.0,,0.0,0.2999999999999754,0.5999999999999508,True
XAU_USD,met_buffered_on,2024,M15,7,14.29,0.04447174447174231,-4.700000000000008,-0.8142857142857155,-5.700000000000008,False
XAU_USD,met_buffered_on,2025,M15,0,0.0,0.0,0.0,0.0,0.0,False
XAU_USD,met_buffered_on,2026,M15,0,0.0,0.0,0.0,0.0,0.0,False
XAU_USD,met_smaller_target_off,2023,M15,4,50.0,0.11698744769874292,-1.0,-0.34999999999998244,-1.3999999999999297,False
XAU_USD,met_smaller_target_off,2024,M15,8,12.5,0.040455407969638826,-5.7,-0.8375,-6.7,False
XAU_USD,met_smaller_target_off,2025,M15,0,0.0,0.0,0.0,0.0,0.0,False
XAU_USD,met_smaller_target_off,2026,M15,1,0.0,0.0,0.0,-1.0,-1.0,False
XAU_USD,met_smaller_target_on,2023,M15,4,50.0,0.11698744769874292,-1.0,-0.34999999999998244,-1.3999999999999297,False
XAU_USD,met_smaller_target_on,2024,M15,7,14.29,0.044379683597001646,-4.7,-0.8142857142857143,-5.7,False
XAU_USD,met_smaller_target_on,2025,M15,0,0.0,0.0,0.0,0.0,0.0,False
XAU_USD,met_smaller_target_on,2026,M15,0,0.0,0.0,0.0,0.0,0.0,False
